gene_id	gene_name	ND0013	ND0323	ND0463	ND0693
ENSG00000000003	TSPAN6	4	8	5	4
ENSG00000000005	TNMD	0	0	0	0
ENSG00000000419	DPM1	89	92	386	47
ENSG00000000457	SCYL3	204.999	205	299	275
ENSG00000000460	C1orf112	42	72.001	38.999	39
ENSG00000000938	FGR	5676	6339.999	4855.001	7517
ENSG00000000971	CFH	4	15	6	5
ENSG00000001036	FUCA2	245	179	264	250
ENSG00000001084	GCLC	216.998	166.001	370	200
ENSG00000001167	NFYA	423	381	392	361
ENSG00000001460	STPG1	63.999	39	19	61
ENSG00000001461	NIPAL3	998	782.999	541	727
ENSG00000001497	LAS1L	437.999	360	515	375
ENSG00000001561	ENPP4	57	59	295	26
ENSG00000001617	SEMA3F	0	1	283.001	3
ENSG00000001626	CFTR	0	0	0	0
ENSG00000001629	ANKIB1	314.999	244	879.001	148.001
ENSG00000001630	CYP51A1	102	70	317	74
ENSG00000001631	KRIT1	245.096	187.047	447.464	110.649
ENSG00000002016	RAD52	142.998	104.999	119.271	78
ENSG00000002079	MYH16	0	0	0	0
ENSG00000002330	BAD	248	158.002	237	240.001
ENSG00000002549	LAP3	677	422	601.999	1055.001
ENSG00000002586	CD99	2769.001	1814	1802.999	2166.001
ENSG00000002587	HS3ST1	118	31	240	23
ENSG00000002726	AOC1	58	54	3	257
ENSG00000002745	WNT16	13	4	4	3
ENSG00000002746	HECW1	1	0	0	0
ENSG00000002822	MAD1L1	809.748	504.397	755.464	741.702
ENSG00000002834	LASP1	6581	5787.999	6040.001	8932.998
ENSG00000002919	SNX11	485.001	525	348.999	524.001
ENSG00000002933	TMEM176A	637	358	115.001	1518
ENSG00000003056	M6PR	2369.001	1821.999	1733.999	1804
ENSG00000003096	KLHL13	4	7	11	3
ENSG00000003137	CYP26B1	0	1	0	89
ENSG00000003147	ICA1	31	35	15	24
ENSG00000003249	DBNDD1	196	111	3	85
ENSG00000003393	ALS2	131	153.999	216	104
ENSG00000003400	CASP10	864	775	600.001	910.999
ENSG00000003402	CFLAR	3314.997	5678.689	8434.646	4585.99
ENSG00000003436	TFPI	4	3	333.001	7
ENSG00000003509	NDUFAF7	130	92	321.999	64
ENSG00000003756	RBM5	2971.997	2515.402	3060.001	2313
ENSG00000003987	MTMR7	0	0	1	0
ENSG00000003989	SLC7A2	0	1	0	0
ENSG00000004059	ARF5	1845.999	1239.887	1583.46	1669
ENSG00000004139	SARM1	486.667	565	405.656	384.761
ENSG00000004142	POLDIP2	763	526	756	745
ENSG00000004399	PLXND1	1098.999	1081	1737.001	1342
ENSG00000004455	AK2	1150.786	805.946	1014.001	905.964
ENSG00000004468	CD38	354	185	765	403
ENSG00000004478	FKBP4	876	535.999	237	698
ENSG00000004487	KDM1A	727.999	481.001	895.999	553.999
ENSG00000004534	RBM6	1207.999	1264.6	1559.999	1402
ENSG00000004660	CAMKK1	214	187.001	887	244
ENSG00000004700	RECQL	340	251.999	562	180
ENSG00000004766	VPS50	142	104	228	68
ENSG00000004776	HSPB6	6	1	0	5
ENSG00000004777	ARHGAP33	110	169.001	81	153
ENSG00000004779	NDUFAB1	214.999	122	203	139
ENSG00000004799	PDK4	210	86	205	137
ENSG00000004809	SLC22A16	13	18	14	14
ENSG00000004838	ZMYND10	11	17	1	14.001
ENSG00000004846	ABCB5	0	0	1	0
ENSG00000004848	ARX	0	0	0	0
ENSG00000004864	SLC25A13	91	46.999	494.999	73
ENSG00000004866	ST7	82	68	91	98
ENSG00000004897	CDC27	300.999	222	1386.999	198.001
ENSG00000004939	SLC4A1	11294.001	5657	2	25942
ENSG00000004948	CALCR	0	0	0	0
ENSG00000004961	HCCS	192	102	190	150
ENSG00000004975	DVL2	509.999	365	596.998	404.999
ENSG00000005001	PRSS22	0	5	55	1
ENSG00000005007	UPF1	2770	2699.002	2641.002	2807.999
ENSG00000005020	SKAP2	566	713	161	1077
ENSG00000005022	SLC25A5	1913.999	1007	2043	1310
ENSG00000005059	MCUB	537.999	274	1156.999	296.906
ENSG00000005073	HOXA11	0	0	0	0
ENSG00000005075	POLR2J	526.284	327.211	525.733	416.022
ENSG00000005100	DHX33	216.615	177.001	302	121.001
ENSG00000005102	MEOX1	27	13	0	20
ENSG00000005108	THSD7A	3	0	1	1
ENSG00000005156	LIG3	384	335.999	577.002	289
ENSG00000005175	RPAP3	182	177.999	253	105
ENSG00000005187	ACSM3	87	41	289.999	80
ENSG00000005189	REXO5	11	13	7	24
ENSG00000005194	CIAPIN1	442.001	271.001	450.999	313.001
ENSG00000005206	SPPL2B	1200.293	805	3023.412	877.001
ENSG00000005238	FAM214B	936	934	998.002	1380.001
ENSG00000005243	COPZ2	11	21.999	12	8
ENSG00000005249	PRKAR2B	511	276	73	315
ENSG00000005302	MSL3	1060.001	964.001	3285.987	1030.999
ENSG00000005339	CREBBP	3191.999	2820	7371.999	3031.995
ENSG00000005379	TSPOAP1	268.999	842	1453	419
ENSG00000005381	MPO	92	202	68	225
ENSG00000005421	PON1	0	0	0	0
ENSG00000005436	GCFC2	86.999	58	210.999	37
ENSG00000005448	WDR54	145	84.001	142	95.001
ENSG00000005469	CROT	66	77	54.001	55
ENSG00000005471	ABCB4	154.993	23	149.999	24
ENSG00000005483	KMT2E	2039.002	1673	10355	1585
ENSG00000005486	RHBDD2	788	508.001	3670	671
ENSG00000005513	SOX8	73.323	30.404	13.028	49
ENSG00000005700	IBTK	181	174.999	843	123
ENSG00000005801	ZNF195	168.999	123.001	355	101.999
ENSG00000005810	MYCBP2	1665	1345	3888.999	837.987
ENSG00000005812	FBXL3	424	364	993.999	258
ENSG00000005844	ITGAL	5594.999	5218	3886.001	5848
ENSG00000005882	PDK2	459	304.001	173.001	437.001
ENSG00000005884	ITGA3	76	82	30.999	68.999
ENSG00000005889	ZFX	345	271.2	1169	155
ENSG00000005893	LAMP2	894	1508	1584	1466
ENSG00000005961	ITGA2B	1350.825	461	92	1670
ENSG00000005981	ASB4	0	0	0	0
ENSG00000006007	GDE1	816.001	777	847.999	1332.001
ENSG00000006015	REX1BD	711.001	457	238	537
ENSG00000006016	CRLF1	2	1	1	2.008
ENSG00000006025	OSBPL7	357.999	305.999	578	369
ENSG00000006042	TMEM98	0	0	2	0
ENSG00000006047	YBX2	0	6	0	0
ENSG00000006059	KRT33A	0	0	0	0
ENSG00000006062	MAP3K14	1080	874.999	1268	1049.999
ENSG00000006071	ABCC8	0	0	0	0
ENSG00000006116	CACNG3	0	0	1	0
ENSG00000006118	TMEM132A	2	5	19	0
ENSG00000006125	AP2B1	2323.998	2004	1445.999	2211.001
ENSG00000006128	TAC1	0	1	0	0
ENSG00000006194	ZNF263	748	426	593.999	498.999
ENSG00000006210	CX3CL1	1	0	0	0
ENSG00000006282	SPATA20	269.999	224	366	146
ENSG00000006283	CACNA1G	0	0	13	0
ENSG00000006327	TNFRSF12A	24	28	176	44
ENSG00000006377	DLX6	0	1	0	0
ENSG00000006432	MAP3K9	203	104	287	100
ENSG00000006451	RALA	290	213	672	145
ENSG00000006453	BAIAP2L1	44	14	22	8
ENSG00000006459	KDM7A	622	574	3831	354
ENSG00000006468	ETV1	0	1	1	1
ENSG00000006530	AGK	235	184	359.001	164
ENSG00000006534	ALDH3B1	814	675.001	888.999	1472
ENSG00000006555	TTC22	190	235	49	237
ENSG00000006576	PHTF2	148	114	816	63
ENSG00000006606	CCL26	0	0	3	0
ENSG00000006607	FARP2	304	187.999	936	166
ENSG00000006611	USH1C	6	1	0	0
ENSG00000006625	GGCT	75	49.463	94	60.214
ENSG00000006634	DBF4	77.001	53	427.995	54
ENSG00000006638	TBXA2R	247	110	44	180
ENSG00000006652	IFRD1	299	313	932.999	368.001
ENSG00000006659	LGALS14	0	0	0	0
ENSG00000006695	COX10	235.168	141.287	127.883	161
ENSG00000006704	GTF2IRD1	3	6	62	4
ENSG00000006712	PAF1	792	479	668	985
ENSG00000006715	VPS41	525.999	398	344.001	365.001
ENSG00000006740	ARHGAP44	5	1	10	3
ENSG00000006744	ELAC2	734	516	753.999	624.001
ENSG00000006747	SCIN	0	2	5	0
ENSG00000006756	ARSD	231	273.999	175	367
ENSG00000006757	PNPLA4	67	34	55	34
ENSG00000006788	MYH13	1	0	0	2
ENSG00000006831	ADIPOR2	786	587	1056.999	703
ENSG00000006837	CDKL3	5	0	6.511	1
ENSG00000007001	UPP2	0	0	0	0
ENSG00000007038	PRSS21	16.001	20.001	38	32.999
ENSG00000007047	MARK4	674	543.001	913.998	787.999
ENSG00000007062	PROM1	3	3	5	1
ENSG00000007080	CCDC124	650.001	498.001	331	594
ENSG00000007129	CEACAM21	267	253	125.001	208
ENSG00000007168	PAFAH1B1	1422.827	1163.393	2878	1120.001
ENSG00000007171	NOS2	2	1	2	5
ENSG00000007174	DNAH9	0	0	0	0
ENSG00000007202	KIAA0100	2819.999	2040	2845.001	2245
ENSG00000007216	SLC13A2	0	0	0	0
ENSG00000007237	GAS7	1453.999	1523.001	2092.998	1896.001
ENSG00000007255	TRAPPC6A	324	221	125	237
ENSG00000007264	MATK	776.999	1080.999	1226	730
ENSG00000007306	CEACAM7	0	0	0	1
ENSG00000007312	CD79B	2764.607	842	435.434	1218.533
ENSG00000007314	SCN4A	33	9	11	12
ENSG00000007341	ST7L	67	45.001	105.002	89.999
ENSG00000007350	TKTL1	53	101	1801.001	83
ENSG00000007372	PAX6	2	1	1	1
ENSG00000007376	RPUSD1	593	348.999	540	433
ENSG00000007384	RHBDF1	2	2	21	13.999
ENSG00000007392	LUC7L	621.001	500.001	1321	496
ENSG00000007402	CACNA2D2	82	132	186	84
ENSG00000007516	BAIAP3	137	140.001	269.001	211.001
ENSG00000007520	TSR3	730	453	419	584
ENSG00000007541	PIGQ	572.908	432.999	538.228	567.879
ENSG00000007545	CRAMP1	608.595	451.484	1378.912	377.793
ENSG00000007866	TEAD3	1	5	2	4
ENSG00000007908	SELE	0	0	0	0
ENSG00000007923	DNAJC11	569.999	437.999	525	501
ENSG00000007933	FMO3	0	0	0	0
ENSG00000007944	MYLIP	637	609	841	685
ENSG00000007952	NOX1	0	0	5	0
ENSG00000007968	E2F2	375	252	49	611
ENSG00000008018	PSMB1	640	434	1423	368
ENSG00000008056	SYN1	10	7.428	998	35.493
ENSG00000008083	JARID2	1081	945	14674	839
ENSG00000008086	CDKL5	81	133	99	103
ENSG00000008118	CAMK1G	0	2	7	1
ENSG00000008128	CDK11A	926.443	373.716	2328.959	865.18
ENSG00000008130	NADK	3260	3879	2441.999	4673.002
ENSG00000008196	TFAP2B	0	0	0	0
ENSG00000008197	TFAP2D	0	0	0	0
ENSG00000008226	DLEC1	47	71.001	42.999	59
ENSG00000008256	CYTH3	176	174	626	143
ENSG00000008277	ADAM22	14	24	4	9
ENSG00000008282	SYPL1	459.001	234	660	207
ENSG00000008283	CYB561	200.001	244.999	139	294
ENSG00000008294	SPAG9	480.001	687.001	5035	461.002
ENSG00000008300	CELSR3	72	115	143	75
ENSG00000008311	AASS	8	23	17	7
ENSG00000008323	PLEKHG6	1	0	0	0
ENSG00000008324	SS18L2	71	58.999	187	54
ENSG00000008382	MPND	274.999	183	62	288
ENSG00000008394	MGST1	85	60	42	47
ENSG00000008405	CRY1	127	133	640	85
ENSG00000008438	PGLYRP1	176	280	3	705
ENSG00000008441	NFIX	1052	620	263	1677.001
ENSG00000008513	ST3GAL1	3214.001	2057.001	7303	2602.002
ENSG00000008516	MMP25	3093.999	8729.999	1760	13950
ENSG00000008517	IL32	7015	3120.003	799	2336
ENSG00000008710	PKD1	1636.497	1234.012	1629.117	1121.775
ENSG00000008735	MAPK8IP2	7	10	11	28
ENSG00000008838	MED24	815.001	582	616.002	802
ENSG00000008853	RHOBTB2	633	209.001	188	317
ENSG00000008869	HEATR5B	560	493	935	362
ENSG00000008952	SEC62	1110	549.002	1870	731
ENSG00000008988	RPS20	7263.991	2354.996	14320.984	2450.985
ENSG00000009307	CSDE1	4705	3130.998	9455	3364
ENSG00000009335	UBE3C	794.999	620	1317	476.001
ENSG00000009413	REV3L	203.999	193	1946.999	173
ENSG00000009694	TENM1	127	88	164	47
ENSG00000009709	PAX7	0	0	0	0
ENSG00000009724	MASP2	1	0	2	0
ENSG00000009765	IYD	0	0	0	0
ENSG00000009780	FAM76A	126.001	89	243.999	91
ENSG00000009790	TRAF3IP3	3594.998	2980	1460	2974
ENSG00000009830	POMT2	93.001	85.001	80	87
ENSG00000009844	VTA1	247	147.001	375	131
ENSG00000009950	MLXIPL	0	0	665.001	0
ENSG00000009954	BAZ1B	1283	823	1529	873
ENSG00000010017	RANBP9	373	306	1274	306
ENSG00000010030	ETV7	102	26	33	40
ENSG00000010072	SPRTN	87	91	324	79
ENSG00000010165	EEF1AKNMT	519	269	137	347.999
ENSG00000010219	DYRK4	127.001	73.534	65.999	51
ENSG00000010244	ZNF207	1606	1379.998	4199	1200
ENSG00000010256	UQCRC1	1185	766	714.999	1249.001
ENSG00000010270	STARD3NL	172	221	573.999	86.001
ENSG00000010278	CD9	291.001	224	788	763
ENSG00000010282	HHATL	0	1	0	2
ENSG00000010292	NCAPD2	1097	747.001	443.001	1243.999
ENSG00000010295	IFFO1	953.999	840	576	899.001
ENSG00000010310	GIPR	39	100.999	74	49
ENSG00000010318	PHF7	52.999	38.001	119.999	32
ENSG00000010319	SEMA3G	3	9	1	8
ENSG00000010322	NISCH	2076.999	1854.001	2343.001	1859
ENSG00000010327	STAB1	1292.999	742.999	523.999	1204
ENSG00000010361	FUZ	161	135	118.999	269
ENSG00000010379	SLC6A13	1	3	1	8
ENSG00000010404	IDS	1859.782	2467.348	4277.488	2514.375
ENSG00000010438	PRSS3	0	1	1	2
ENSG00000010539	ZNF200	321.001	204.001	279	354.039
ENSG00000010610	CD4	4918.999	3582	2217	5535.002
ENSG00000010626	LRRC23	44.496	31.319	45.712	37.035
ENSG00000010671	BTK	1234	731.999	427.999	1102.999
ENSG00000010704	HFE	61	53.999	8.999	74
ENSG00000010803	SCMH1	197.999	177.001	288	158.999
ENSG00000010810	FYN	3446	2112.999	5200	2095
ENSG00000010818	HIVEP2	1141	935	3169	601
ENSG00000010932	FMO1	2	0	0	1
ENSG00000011007	ELOA	659	484	940	459
ENSG00000011009	LYPLA2	913.001	622	607	1031
ENSG00000011021	CLCN6	424	299	975	296
ENSG00000011028	MRC2	488	287.001	117	536
ENSG00000011052	NME1-NME2	13.674	11.379	29.19	26.453
ENSG00000011083	SLC6A7	0	0	0	0
ENSG00000011105	TSPAN9	178	85	14	175.001
ENSG00000011114	BTBD7	342	277	835.993	191.999
ENSG00000011132	APBA3	676.671	452	780	556
ENSG00000011143	MKS1	117	86	40	77
ENSG00000011198	ABHD5	395.001	305.998	570	788
ENSG00000011201	ANOS1	0	0	2	2
ENSG00000011243	AKAP8L	1363.001	1056	2151.999	1335
ENSG00000011258	MBTD1	234	194.999	706	132
ENSG00000011260	UTP18	318	216	391.998	234
ENSG00000011275	RNF216	1891	1325.774	3376.455	1299
ENSG00000011295	TTC19	261.485	127	532	141
ENSG00000011304	PTBP1	4258.999	2649.999	5194	3365
ENSG00000011332	DPF1	0	0	3	1
ENSG00000011347	SYT7	1	0	1	0
ENSG00000011376	LARS2	247	200	194	153
ENSG00000011405	PIK3C2A	166	180	1422.001	102
ENSG00000011422	PLAUR	794.002	862.999	8955.999	1143
ENSG00000011426	ANLN	4	7	8	5
ENSG00000011451	WIZ	938.485	611	934.999	899.999
ENSG00000011454	RABGAP1	449.001	363	1053.999	270
ENSG00000011465	DCN	0	0	0	0
ENSG00000011478	QPCTL	118	59	154	93
ENSG00000011485	PPP5C	552.001	435.001	440.999	390.002
ENSG00000011523	CEP68	363	306.001	899	205
ENSG00000011566	MAP4K3	52	35	992	16
ENSG00000011590	ZBTB32	49	26	100	44
ENSG00000011600	TYROBP	4319	4680.001	6226.001	7619
ENSG00000011638	TMEM159	116	96	97.001	88
ENSG00000011677	GABRA3	0	0	0	0
ENSG00000012048	BRCA1	52	90	10	69.999
ENSG00000012061	ERCC1	866.002	651.998	839.001	711
ENSG00000012124	CD22	3779	1065	1150	1240
ENSG00000012171	SEMA3B	2	18	124.001	89.999
ENSG00000012174	MBTPS2	71.09	42.229	167.02	38
ENSG00000012211	PRICKLE3	267	167	162	257.999
ENSG00000012223	LTF	667	2526.999	6	2592
ENSG00000012232	EXTL3	954.894	856	729	1560
ENSG00000012504	NR1H4	0	0	0	0
ENSG00000012660	ELOVL5	1536.001	1183	1995.001	977
ENSG00000012779	ALOX5	2255	2948	2192	6311.001
ENSG00000012817	KDM5D	1144	937	1	848.001
ENSG00000012822	CALCOCO1	1410.999	1698.002	1886.998	1843.999
ENSG00000012963	UBR7	399	269	617	253.964
ENSG00000012983	MAP4K5	143	151	671	105.001
ENSG00000013016	EHD3	451	335	111	377
ENSG00000013275	PSMC4	871.999	498	926	728.999
ENSG00000013288	MAN2B2	1395	1469	963.001	1763.999
ENSG00000013293	SLC7A14	0	0	0	0
ENSG00000013297	CLDN11	2	1	5	0
ENSG00000013306	SLC25A39	52090.001	34018.998	614	39022
ENSG00000013364	MVP	3665.428	3463.647	2569.962	5560.313
ENSG00000013374	NUB1	1143.001	915.001	1314.999	1173
ENSG00000013375	PGM3	92	70	263.999	50
ENSG00000013392	RWDD2A	39	16	74	17
ENSG00000013441	CLK1	917.001	789	6393	533.001
ENSG00000013503	POLR3B	79	78	43	72
ENSG00000013523	ANGEL1	524.364	348.426	486.591	345.2
ENSG00000013561	RNF14	227.001	155	192	188
ENSG00000013563	DNASE1L1	569.999	410	370	579.001
ENSG00000013573	DDX11	414.674	307.433	262.111	294.948
ENSG00000013583	HEBP1	248	157	93.999	416
ENSG00000013588	GPRC5A	0	0	66	0
ENSG00000013619	MAMLD1	22	24	1144	16
ENSG00000013725	CD6	3400.999	2778.999	4512	2466
ENSG00000013810	TACC3	2471	2091.998	1487.001	2689
ENSG00000014123	UFL1	214	163	911	85
ENSG00000014138	POLA2	224.077	128.123	96.194	156.698
ENSG00000014164	ZC3H3	820	556	826	1151
ENSG00000014216	CAPN1	3285.999	2273	1025	3469.999
ENSG00000014257	ACPP	179.001	276	34	144
ENSG00000014641	MDH1	507.999	266	510	348
ENSG00000014824	SLC30A9	177	145	620.001	112
ENSG00000014914	MTMR11	181	139.001	257.001	222
ENSG00000014919	COX15	351.971	295.801	189.593	300
ENSG00000015133	CCDC88C	3411.999	2962.998	3471.999	2395
ENSG00000015153	YAF2	72	49	513	65
ENSG00000015171	ZMYND11	410.999	248.999	603.999	173.005
ENSG00000015285	WAS	5351.001	5137.997	2277	6855.001
ENSG00000015413	DPEP1	0	0	0	1
ENSG00000015475	BID	760	818	2435	957.001
ENSG00000015479	MATR3	1592.689	957.621	5583.972	680.829
ENSG00000015520	NPC1L1	4	1	4	1
ENSG00000015532	XYLT2	617	498.001	298	466.001
ENSG00000015568	RGPD5	138.466	110.249	2338.766	13.242
ENSG00000015592	STMN4	3	0	0	0
ENSG00000015676	NUDCD3	1159	685.999	766.999	888
ENSG00000016082	ISL1	0	0	0	0
ENSG00000016391	CHDH	0	2	11	9
ENSG00000016402	IL20RA	0	0	0	0
ENSG00000016490	CLCA1	0	0	0	0
ENSG00000016602	CLCA4	0	0	0	0
ENSG00000016864	GLT8D1	268.999	212	279	211.001
ENSG00000017260	ATP2C1	390	313	757.999	290
ENSG00000017427	IGF1	1	0	1	0
ENSG00000017483	SLC38A5	1722.999	515	72	857.999
ENSG00000017797	RALBP1	1593	1617.999	842	1626.999
ENSG00000018189	RUFY3	247.999	193.999	788.001	153.998
ENSG00000018236	CNTN1	0	0	0	0
ENSG00000018280	SLC11A1	2581	3464.998	20694.001	3982.001
ENSG00000018408	WWTR1	8	7	2	7
ENSG00000018510	AGPS	252	221	511	153
ENSG00000018607	ZNF806	0	0	0	0
ENSG00000018610	CXorf56	143	116	300	98
ENSG00000018625	ATP1A2	2	0	0	3
ENSG00000018699	TTC27	178	98	66	92
ENSG00000018869	ZNF582	36	20	26	15
ENSG00000019102	VSIG2	1	0	1	9
ENSG00000019144	PHLDB1	7	26	171.001	7
ENSG00000019169	MARCO	104	80	1106	260
ENSG00000019186	CYP24A1	3	4	4	2
ENSG00000019485	PRDM11	179	116.001	156	144
ENSG00000019505	SYT13	6	0	0	3
ENSG00000019549	SNAI2	0	0	0	0
ENSG00000019582	CD74	90512.999	32418.001	64689.999	58648
ENSG00000019991	HGF	28	23	10	35
ENSG00000019995	ZRANB1	390.409	314.993	1046.092	460.555
ENSG00000020129	NCDN	402	306.001	184	359.999
ENSG00000020181	ADGRA2	137	144	19	100
ENSG00000020219	CCT8L1P	0	0	0	4
ENSG00000020256	ZFP64	214	127	42	133
ENSG00000020426	MNAT1	29	24	102	23
ENSG00000020577	SAMD4A	103.001	45	57	62.999
ENSG00000020633	RUNX3	4060	3370	12390	3698
ENSG00000020922	MRE11	277.001	264	561.001	185
ENSG00000021300	PLEKHB1	555	288.999	39	322
ENSG00000021355	SERPINB1	1151.639	1331.674	1626.999	1751.773
ENSG00000021461	CYP3A43	0	0	0	0
ENSG00000021488	SLC7A9	3	2	0	6
ENSG00000021574	SPAST	192	150.001	325	130.999
ENSG00000021645	NRXN3	4	0	0	2
ENSG00000021762	OSBPL5	726.998	713	553.998	793.999
ENSG00000021776	AQR	525	414.001	1163	367
ENSG00000021826	CPS1	1	3	0	1
ENSG00000021852	C8B	0	1	0	0
ENSG00000022267	FHL1	227	168	109	199
ENSG00000022277	RTF2	1494.506	1213.001	1257.001	1443.682
ENSG00000022355	GABRA1	0	0	0	0
ENSG00000022556	NLRP2	96.941	113.971	652.609	143.874
ENSG00000022567	SLC45A4	791	1059.188	1180	1721.999
ENSG00000022840	RNF10	10721.999	5185	3961	16672.001
ENSG00000022976	ZNF839	306	218.999	405	286.999
ENSG00000023041	ZDHHC6	314	303.001	631	227
ENSG00000023171	GRAMD1B	230	224	461	287
ENSG00000023191	RNH1	2393	1445	2069.001	2583.998
ENSG00000023228	NDUFS1	548.999	399	877.001	390.595
ENSG00000023287	RB1CC1	318	329.999	2550.002	224
ENSG00000023318	ERP44	709	549	1403	607
ENSG00000023330	ALAS1	408	391.999	569	512
ENSG00000023445	BIRC3	1018	624	3402	426
ENSG00000023516	AKAP11	384	281	1370	151
ENSG00000023572	GLRX2	77	44	133	43
ENSG00000023608	SNAPC1	30	27	203	22
ENSG00000023697	DERA	175	90	79	96
ENSG00000023734	STRAP	608	416	1461.999	500.999
ENSG00000023839	ABCC2	31	59	105.999	62
ENSG00000023892	DEF6	3387	2745	2854	3058
ENSG00000023902	PLEKHO1	3342.999	2288.998	5226	2940.001
ENSG00000023909	GCLM	111	105	122	125
ENSG00000024048	UBR2	963	1218	2679.999	1205
ENSG00000024422	EHD2	17	5	6	18
ENSG00000024526	DEPDC1	3	0	3	0
ENSG00000024862	CCDC28A	258	229	263	232
ENSG00000025039	RRAGD	92	159	330	137
ENSG00000025156	HSF2	148.001	108	509	56
ENSG00000025293	PHF20	907	627	1664	687
ENSG00000025423	HSD17B6	6	2	0	1
ENSG00000025434	NR1H3	64.001	51.001	17.999	105
ENSG00000025708	TYMP	6129.407	6213.233	4866.846	12524.47
ENSG00000025770	NCAPH2	626.001	404	854	491
ENSG00000025772	TOMM34	244	114	249	174
ENSG00000025796	SEC63	461.984	346.982	1881.942	260
ENSG00000025800	KPNA6	1067.777	983	1979.88	1129
ENSG00000026025	VIM	14865.002	13307	33105.999	18558.001
ENSG00000026036	RTEL1-TNFRSF6B	161.202	161.933	335.852	142.359
ENSG00000026103	FAS	127.999	155.999	307.999	106
ENSG00000026297	RNASET2	3978.055	5470	3067	4341.241
ENSG00000026508	CD44	6049.999	4515.001	27764.002	5625.001
ENSG00000026559	KCNG1	367	74.999	4	99
ENSG00000026652	AGPAT4	213	219.999	1075	214
ENSG00000026751	SLAMF7	500	611.002	2319	587
ENSG00000026950	BTN3A1	2306.437	3312.479	1877.743	1720.876
ENSG00000027001	MIPEP	71	49	50	59
ENSG00000027075	PRKCH	1806	1794.999	3657.001	1301.001
ENSG00000027644	INSRR	1	1	22	0
ENSG00000027697	IFNGR1	997	904.999	4247	712.999
ENSG00000027847	B4GALT7	537.998	354	474.001	314
ENSG00000027869	SH2D2A	364	362.001	1742	580
ENSG00000028116	VRK2	124	65	309	70
ENSG00000028137	TNFRSF1B	8615	8287	11462	10948
ENSG00000028203	VEZT	217	126	493	80
ENSG00000028277	POU2F2	3433.001	2574.999	2055.001	3814.001
ENSG00000028310	BRD9	705	507	1575.959	527.956
ENSG00000028528	SNX1	1836.999	1389.001	1186.999	1531.001
ENSG00000028839	TBPL1	128	87.001	250	92
ENSG00000029153	ARNTL2	7	5	92	4
ENSG00000029363	BCLAF1	1127.681	873.664	4848.913	691.001
ENSG00000029364	SLC39A9	537.999	420.999	803	445
ENSG00000029534	ANK1	967	918.001	82	2323
ENSG00000029559	IBSP	0	0	50	0
ENSG00000029639	TFB1M	98.592	55	22.801	67.824
ENSG00000029725	RABEP1	809.999	496.999	1625.002	342.001
ENSG00000029993	HMGB3	18	10	77	18.963
ENSG00000030066	NUP160	596.001	422.999	620.999	277.001
ENSG00000030110	BAK1	851.982	621.927	494.957	709.985
ENSG00000030304	MUSK	0	0	0	0
ENSG00000030419	IKZF2	149	83.001	536	33
ENSG00000030582	GRN	7276.001	5054.999	4761	11695
ENSG00000031003	FAM13B	526	406	1341.999	283
ENSG00000031081	ARHGAP31	250	240	1237	250
ENSG00000031691	CENPQ	14	10	14	3
ENSG00000031698	SARS	1274	911	1744	1130
ENSG00000031823	RANBP3	1418	982.001	1541.999	1236
ENSG00000032219	ARID4A	508.999	407	1954	563.001
ENSG00000032389	EIPR1	247.001	149	127.999	177
ENSG00000032444	PNPLA6	2419.999	1493	2862.42	3406.713
ENSG00000032742	IFT88	54	38	243	37
ENSG00000033011	ALG1	318	190.708	142	241
ENSG00000033030	ZCCHC8	421	258.001	862.001	298.998
ENSG00000033050	ABCF2	509.201	278.055	380.234	430.858
ENSG00000033100	CHPF2	1186	956	1691.001	1436
ENSG00000033122	LRRC7	3	3	1	9
ENSG00000033170	FUT8	207	125	156.999	121
ENSG00000033178	UBA6	146	190.999	1014.001	114
ENSG00000033327	GAB2	1326	1746	5559.999	1438.999
ENSG00000033627	ATP6V0A1	815.999	700.999	1800.087	674.999
ENSG00000033800	PIAS1	785.001	870.001	1865.001	726
ENSG00000033867	SLC4A7	182	109	1320.002	37
ENSG00000034053	APBA2	1100.999	779.999	2176.998	1299.001
ENSG00000034152	MAP2K3	4572	3332.001	2777.002	10506.999
ENSG00000034239	EFCAB1	2	0	0	2
ENSG00000034510	TMSB10	14038	5144	5697	7141.999
ENSG00000034533	ASTE1	163	109.999	100	147
ENSG00000034677	RNF19A	325	315	2240.001	174
ENSG00000034693	PEX3	66	49	110	34
ENSG00000034713	GABARAPL2	811.999	597	695.999	813
ENSG00000034971	MYOC	0	0	0	0
ENSG00000035115	SH3YL1	281	171.001	330	139
ENSG00000035141	FAM136A	261.999	152	615.999	144.001
ENSG00000035403	VCL	2348	2234	486	3001.999
ENSG00000035499	DEPDC1B	11	3	3	7
ENSG00000035664	DAPK2	276	394	86	763
ENSG00000035681	NSMAF	618.001	447.001	1004.999	398.001
ENSG00000035687	ADSS	420	394	1044.997	487
ENSG00000035720	STAP1	171	38	115	56
ENSG00000035862	TIMP2	2439	1955	2476	4356.737
ENSG00000035928	RFC1	560	396	887	361
ENSG00000036054	TBC1D23	157	151	671	113.999
ENSG00000036257	CUL3	720.999	609.001	1686	646.999
ENSG00000036448	MYOM2	25	56	12.999	114
ENSG00000036473	OTC	0	0	0	0
ENSG00000036530	CYP46A1	2	7	138	5
ENSG00000036549	AC118549.1	301	215	533.001	113
ENSG00000036565	SLC18A1	10	3	0	4
