gene_id	gene_name	ND0013	ND0323	ND0463	ND0693
ENSG00000000003	TSPAN6	0.022416	0.199128	0.097912	0.051961
ENSG00000000005	TNMD	0	0	0	0
ENSG00000000419	DPM1	2.114852	3.119868	30.225013	1.349803
ENSG00000000457	SCYL3	1.157727	1.737686	5.45999	1.546853
ENSG00000000460	C1orf112	0.379615	0.756188	0.942588	0.335731
ENSG00000000938	FGR	55.831415	96.064155	204.867014	92.578575
ENSG00000000971	CFH	0.020379	0.160517	0.091576	0.125554
ENSG00000001036	FUCA2	2.295017	2.56873	9.155308	2.967798
ENSG00000001084	GCLC	2.016616	3.249005	11.537748	3.057301
ENSG00000001167	NFYA	2.959712	4.0583	9.941636	3.163191
ENSG00000001460	STPG1	0.619128	0.743888	0.728934	0.784859
ENSG00000001461	NIPAL3	5.149966	5.760099	12.596961	4.730081
ENSG00000001497	LAS1L	3.972789	4.479016	15.553535	4.325757
ENSG00000001561	ENPP4	0.256788	0.392634	4.643554	0.150136
ENSG00000001617	SEMA3F	0	0.050804	7.189853	0.097413
ENSG00000001626	CFTR	0	0	0	0
ENSG00000001629	ANKIB1	1.684943	1.9782	24.913223	1.012458
ENSG00000001630	CYP51A1	0.809523	0.799865	8.0511	0.640952
ENSG00000001631	KRIT1	2.802121	3.312632	16.651601	1.295206
ENSG00000002016	RAD52	2.229032	2.425107	4.300215	2.054108
ENSG00000002079	MYH16	0	0	0	0
ENSG00000002330	BAD	7.4916	7.314297	26.710765	8.661356
ENSG00000002549	LAP3	8.241713	7.898982	28.109229	16.113571
ENSG00000002586	CD99	58.437093	57.677555	135.170655	59.311007
ENSG00000002587	HS3ST1	1.20532	0.344628	8.133542	0.084961
ENSG00000002726	AOC1	0.472135	0.648691	0.092713	2.701899
ENSG00000002745	WNT16	0.087993	0.086666	0.094621	0.026028
ENSG00000002746	HECW1	0.010016	0	0	0
ENSG00000002822	MAD1L1	21.503493	20.868593	77.091223	25.790414
ENSG00000002834	LASP1	37.096195	48.961736	126.184715	62.803203
ENSG00000002919	SNX11	4.864115	7.848623	13.672072	6.828908
ENSG00000002933	TMEM176A	12.296924	10.240714	9.634079	38.769151
ENSG00000003056	M6PR	27.402029	29.977494	164.371594	23.562716
ENSG00000003096	KLHL13	0.03699	0.062115	0.245969	0.026455
ENSG00000003137	CYP26B1	0	0.006526	0	0.504
ENSG00000003147	ICA1	0.937244	0.74857	0.810418	0.415373
ENSG00000003249	DBNDD1	2.134774	1.670144	0.110958	1.05144
ENSG00000003393	ALS2	0.498108	1.151583	4.392999	0.434562
ENSG00000003400	CASP10	4.413792	5.510688	11.498623	5.385157
ENSG00000003402	CFLAR	17.565064	40.779769	144.42827	28.246953
ENSG00000003436	TFPI	0.023184	0.025676	14.681771	0.052005
ENSG00000003509	NDUFAF7	2.21614	1.429209	20.909765	1.035705
ENSG00000003756	RBM5	33.892224	41.147989	155.94283	31.185886
ENSG00000003987	MTMR7	0	0	0.014253	0
ENSG00000003989	SLC7A2	0	0.00403	0	0
ENSG00000004059	ARF5	47.970338	45.725923	128.154657	49.541397
ENSG00000004139	SARM1	2.050336	2.959563	4.219069	2.033388
ENSG00000004142	POLDIP2	7.288617	7.467241	25.655212	8.385895
ENSG00000004399	PLXND1	5.059671	7.860126	35.306899	10.53431
ENSG00000004455	AK2	13.007925	11.594549	36.592202	11.445331
ENSG00000004468	CD38	2.252925	1.354968	13.617838	2.977685
ENSG00000004478	FKBP4	5.627336	5.529887	9.29178	5.845085
ENSG00000004487	KDM1A	5.143902	5.474657	23.036338	5.03006
ENSG00000004534	RBM6	10.106936	14.499976	62.253946	15.334404
ENSG00000004660	CAMKK1	1.290309	1.675307	18.525355	1.878704
ENSG00000004700	RECQL	2.707503	2.938181	14.691293	1.894338
ENSG00000004766	VPS50	1.633581	1.84558	7.934697	0.531688
ENSG00000004776	HSPB6	0.094092	0.075933	0	0.100513
ENSG00000004777	ARHGAP33	1.210656	3.138844	2.139062	2.243033
ENSG00000004779	NDUFAB1	8.851184	7.328236	28.955362	7.325025
ENSG00000004799	PDK4	1.52244	0.746351	5.518542	1.03207
ENSG00000004809	SLC22A16	0.174507	0.299681	1.301308	0.202637
ENSG00000004838	ZMYND10	0.178162	0.315769	0.18311	0.363826
ENSG00000004846	ABCB5	0	0	0.025771	0
ENSG00000004848	ARX	0	0	0	0
ENSG00000004864	SLC25A13	1.010301	0.835774	29.506094	1.113909
ENSG00000004866	ST7	0.80483	1.141448	3.224021	1.310407
ENSG00000004897	CDC27	3.724244	3.789312	51.859163	3.215308
ENSG00000004939	SLC4A1	49.443935	36.33295	0.112066	142.48257
ENSG00000004948	CALCR	0	0	0	0
ENSG00000004961	HCCS	2.612592	2.367637	9.843693	2.99762
ENSG00000004975	DVL2	5.468722	5.855331	23.273921	4.962439
ENSG00000005001	PRSS22	0	0.169258	3.945697	0.042411
ENSG00000005007	UPF1	11.816402	17.233479	45.935916	14.805903
ENSG00000005020	SKAP2	5.232708	7.267409	6.998124	9.670337
ENSG00000005022	SLC25A5	36.900256	26.683517	129.561475	30.897151
ENSG00000005059	MCUB	14.257825	10.450278	91.802532	8.569511
ENSG00000005073	HOXA11	0	0	0	0
ENSG00000005075	POLR2J	14.220871	12.878952	49.961722	14.415262
ENSG00000005100	DHX33	1.173865	1.331409	5.599257	0.738486
ENSG00000005102	MEOX1	0.25403	0.25806	0	0.206597
ENSG00000005108	THSD7A	0.005802	0	0.046691	0.002479
ENSG00000005156	LIG3	2.350835	2.868585	14.480425	1.814552
ENSG00000005175	RPAP3	1.767234	2.561316	15.037868	1.247205
ENSG00000005187	ACSM3	0.9717	0.81574	12.834087	1.31205
ENSG00000005189	REXO5	0.120346	0.151697	0.202862	0.372754
ENSG00000005194	CIAPIN1	5.621939	5.354429	23.875675	5.268824
ENSG00000005206	SPPL2B	12.958024	13.941487	128.315171	12.397443
ENSG00000005238	FAM214B	6.794341	10.362771	26.383376	13.020645
ENSG00000005243	COPZ2	0.324389	0.960465	1.14678	0.290246
ENSG00000005249	PRKAR2B	3.199548	2.335349	1.461686	2.313552
ENSG00000005302	MSL3	7.952918	10.252554	76.563842	9.796178
ENSG00000005339	CREBBP	10.53682	13.483213	105.116763	12.610633
ENSG00000005379	TSPOAP1	1.268109	7.618023	35.385249	2.674573
ENSG00000005381	MPO	0.683029	2.16767	1.990334	2.199819
ENSG00000005421	PON1	0	0	0	0
ENSG00000005436	GCFC2	0.664355	0.973438	8.434892	0.633995
ENSG00000005448	WDR54	3.000692	2.411653	9.25207	2.615956
ENSG00000005469	CROT	0.538416	0.778044	2.749456	0.487548
ENSG00000005471	ABCB4	1.458406	0.229339	4.829255	0.286497
ENSG00000005483	KMT2E	8.803055	9.492278	154.026819	8.839038
ENSG00000005486	RHBDD2	11.103825	10.654241	171.671691	12.536345
ENSG00000005513	SOX8	0.484499	0.310372	0.300554	0.414968
ENSG00000005700	IBTK	0.747902	1.224939	12.672842	0.716569
ENSG00000005801	ZNF195	1.604433	1.662315	11.465266	1.307898
ENSG00000005810	MYCBP2	8.459609	5.51167	35.530727	6.753357
ENSG00000005812	FBXL3	3.5448	4.958715	27.54444	2.907213
ENSG00000005844	ITGAL	32.499155	49.012475	76.626099	44.409827
ENSG00000005882	PDK2	5.525458	6.38255	9.785019	8.738134
ENSG00000005884	ITGA3	0.351749	0.886046	0.559859	0.631361
ENSG00000005889	ZFX	1.766613	1.889147	28.178571	0.825848
ENSG00000005893	LAMP2	7.543574	19.956707	41.899811	16.896354
ENSG00000005961	ITGA2B	8.606032	4.549021	1.967476	13.582116
ENSG00000005981	ASB4	0	0	0	0
ENSG00000006007	GDE1	6.382611	9.816716	23.198956	13.94655
ENSG00000006015	REX1BD	19.360707	16.624271	19.626067	18.32563
ENSG00000006016	CRLF1	0.036729	0.035066	0.083535	0.047325
ENSG00000006025	OSBPL7	2.553097	3.467225	15.508923	3.381346
ENSG00000006042	TMEM98	0	0	0.56687	0
ENSG00000006047	YBX2	0	0.040758	0	0
ENSG00000006059	KRT33A	0	0	0	0
ENSG00000006062	MAP3K14	5.438426	6.358559	22.505397	6.637978
ENSG00000006071	ABCC8	0	0	0	0
ENSG00000006116	CACNG3	0	0	0.024159	0
ENSG00000006118	TMEM132A	0.035703	0.044678	0.407596	0
ENSG00000006125	AP2B1	9.347667	11.857712	23.325276	10.9041
ENSG00000006128	TAC1	0	0.037028	0	0
ENSG00000006194	ZNF263	5.928897	4.858688	23.218662	5.02531
ENSG00000006210	CX3CL1	0.006475	0	0	0
ENSG00000006282	SPATA20	3.22923	3.096975	13.318712	1.68174
ENSG00000006283	CACNA1G	0	0	0.121722	0
ENSG00000006327	TNFRSF12A	0.530138	0.884481	10.42176	1.257505
ENSG00000006377	DLX6	0	0.013982	0	0
ENSG00000006432	MAP3K9	0.461899	0.376672	2.414248	0.346813
ENSG00000006451	RALA	2.330086	2.63863	38.339202	1.432986
ENSG00000006453	BAIAP2L1	0.255317	0.11996	0.563483	0.059502
ENSG00000006459	KDM7A	1.926519	2.373549	57.483377	1.009786
ENSG00000006468	ETV1	0	0.007423	0.049346	0.069825
ENSG00000006530	AGK	2.56822	3.339898	15.12927	2.115347
ENSG00000006534	ALDH3B1	6.203955	7.384571	23.610588	14.194047
ENSG00000006555	TTC22	1.278417	2.353626	1.183655	1.994397
ENSG00000006576	PHTF2	1.069197	0.992301	18.039925	0.514471
ENSG00000006606	CCL26	0	0	0.605776	0
ENSG00000006607	FARP2	1.564297	1.588119	26.087934	0.920946
ENSG00000006611	USH1C	0.039406	0.009696	0	0
ENSG00000006625	GGCT	1.617989	1.622461	7.260813	1.626828
ENSG00000006634	DBF4	1.276074	1.264587	15.717666	0.604175
ENSG00000006638	TBXA2R	2.385126	1.58191	1.594668	2.024579
ENSG00000006652	IFRD1	3.606064	5.129984	51.768931	6.294951
ENSG00000006659	LGALS14	0	0	0	0
ENSG00000006695	COX10	1.713414	1.500179	3.381486	1.522811
ENSG00000006704	GTF2IRD1	0.010609	0.277097	1.22623	0.122114
ENSG00000006712	PAF1	8.187961	7.564396	34.48335	13.260084
ENSG00000006715	VPS41	4.103106	4.859708	12.556532	2.341166
ENSG00000006740	ARHGAP44	0.024943	0.006992	0.171929	0.019512
ENSG00000006744	ELAC2	6.125227	7.643294	29.930237	6.800736
ENSG00000006747	SCIN	0	0.006259	0.084048	0
ENSG00000006756	ARSD	1.217943	1.931268	5.383812	2.169217
ENSG00000006757	PNPLA4	1.095601	1.050101	3.09749	0.865678
ENSG00000006788	MYH13	0.003507	0	0	0.008989
ENSG00000006831	ADIPOR2	4.169025	4.841867	21.375087	4.880842
ENSG00000006837	CDKL3	0.088513	0	0.278997	0.012613
ENSG00000007001	UPP2	0	0	0	0
ENSG00000007038	PRSS21	0.359734	0.732484	3.483389	1.003734
ENSG00000007047	MARK4	5.913306	6.736604	27.404099	9.128701
ENSG00000007062	PROM1	0.117687	0.023237	0.334353	0.01383
ENSG00000007080	CCDC124	16.437833	18.662193	29.562763	19.160988
ENSG00000007129	CEACAM21	7.666197	8.916753	15.794088	6.173875
ENSG00000007168	PAFAH1B1	9.771457	11.273036	142.825096	9.802634
ENSG00000007171	NOS2	0.012704	0.009379	0.044397	0.04071
ENSG00000007174	DNAH9	0	0	0	0
ENSG00000007202	KIAA0100	10.201656	14.495555	53.628205	10.304687
ENSG00000007216	SLC13A2	0	0	0	0
ENSG00000007237	GAS7	4.966837	9.09244	23.931013	8.740847
ENSG00000007255	TRAPPC6A	11.252864	11.055567	17.676299	10.214224
ENSG00000007264	MATK	8.962848	17.321302	49.094492	10.157065
ENSG00000007306	CEACAM7	0	0	0	0.074227
ENSG00000007312	CD79B	53.048707	24.83721	42.728264	30.281385
ENSG00000007314	SCN4A	0.087063	0.035093	0.101383	0.04058
ENSG00000007341	ST7L	0.574446	1.247132	6.742522	1.61021
ENSG00000007350	TKTL1	0.489804	1.908119	65.155172	1.095663
ENSG00000007372	PAX6	0.169709	0.012336	0.297241	0.1087
ENSG00000007376	RPUSD1	7.078796	6.196294	23.933244	6.606401
ENSG00000007384	RHBDF1	0.014297	0.123467	0.704985	0.59792
ENSG00000007392	LUC7L	9.925554	12.155536	60.132716	11.042774
ENSG00000007402	CACNA2D2	0.342587	1.017083	2.897152	0.524448
ENSG00000007516	BAIAP3	0.871547	1.61936	10.232861	1.897998
ENSG00000007520	TSR3	14.555812	13.216782	30.277588	15.03068
ENSG00000007541	PIGQ	5.611728	6.66316	16.314201	7.602162
ENSG00000007545	CRAMP1	2.076579	2.662917	19.756297	1.745396
ENSG00000007866	TEAD3	0.007885	0.052873	0.05512	0.040429
ENSG00000007908	SELE	0	0	0	0
ENSG00000007923	DNAJC11	4.0428	4.721955	17.556292	4.358018
ENSG00000007933	FMO3	0	0	0	0
ENSG00000007944	MYLIP	4.427793	6.249016	20.746146	6.119309
ENSG00000007952	NOX1	0	0	0.156936	0
ENSG00000007968	E2F2	1.503604	1.492789	0.686446	3.140182
ENSG00000008018	PSMB1	17.020985	16.339411	124.377871	12.079801
ENSG00000008056	SYN1	0.185119	0.270469	38.630805	0.599964
ENSG00000008083	JARID2	3.86332	4.823325	181.355025	3.861342
ENSG00000008086	CDKL5	0.132128	0.274907	0.959442	0.192237
ENSG00000008118	CAMK1G	0	0.093473	0.169057	0.040865
ENSG00000008128	CDK11A	13.79945	8.400679	155.440085	15.220169
ENSG00000008130	NADK	32.216301	58.663835	113.823542	54.61724
ENSG00000008196	TFAP2B	0	0	0	0
ENSG00000008197	TFAP2D	0	0	0	0
ENSG00000008226	DLEC1	0.181025	0.418742	0.686569	0.281265
ENSG00000008256	CYTH3	1.205042	1.358885	20.848241	1.088983
ENSG00000008277	ADAM22	0.107171	0.091073	0.03136	0.025353
ENSG00000008282	SYPL1	6.858852	5.655436	29.338148	3.637901
ENSG00000008283	CYB561	1.827903	3.612161	5.514842	3.866253
ENSG00000008294	SPAG9	2.520717	5.113941	143.917817	3.178889
ENSG00000008300	CELSR3	0.224527	0.499431	1.967697	0.322909
ENSG00000008311	AASS	0.061122	0.121089	0.211625	0.060277
ENSG00000008323	PLEKHG6	0.016135	0	0	0
ENSG00000008324	SS18L2	2.364805	2.890651	21.711654	2.337476
ENSG00000008382	MPND	4.19317	3.857038	3.560585	5.698789
ENSG00000008394	MGST1	3.050463	2.690594	3.920483	1.744653
ENSG00000008405	CRY1	0.9026	1.402318	22.839042	0.900946
ENSG00000008438	PGLYRP1	6.66577	15.523198	0.398175	34.232843
ENSG00000008441	NFIX	6.378546	5.694193	4.321975	12.850272
ENSG00000008513	ST3GAL1	13.238404	13.805914	110.009124	13.48633
ENSG00000008516	MMP25	22.720828	98.555398	60.124484	133.273803
ENSG00000008517	IL32	205.668674	133.601968	79.909647	86.030726
ENSG00000008710	PKD1	7.741234	8.73328	23.383942	8.377221
ENSG00000008735	MAPK8IP2	0.025506	0.053838	0.140034	0.130772
ENSG00000008838	MED24	7.395577	8.292355	27.826085	8.008746
ENSG00000008853	RHOBTB2	2.515682	1.710238	3.294015	2.01857
ENSG00000008869	HEATR5B	1.801571	2.269407	11.445917	1.38133
ENSG00000008952	SEC62	13.861506	9.533745	88.00892	12.52154
ENSG00000008988	RPS20	324.035656	153.23266	2241.093119	139.759193
ENSG00000009307	CSDE1	34.9223	34.681224	241.662209	30.38249
ENSG00000009335	UBE3C	3.460918	4.01659	30.618753	2.792008
ENSG00000009413	REV3L	0.526732	1.005769	14.922614	0.80033
ENSG00000009694	TENM1	0.20103	0.205931	0.907935	0.095478
ENSG00000009709	PAX7	0	0	0	0
ENSG00000009724	MASP2	0.008833	0	0.06989	0
ENSG00000009765	IYD	0	0	0	0
ENSG00000009780	FAM76A	1.401455	1.114977	8.342604	1.109165
ENSG00000009790	TRAF3IP3	49.405464	55.114966	89.782217	48.783375
ENSG00000009830	POMT2	0.573386	0.750738	2.949488	0.899653
ENSG00000009844	VTA1	2.896703	2.56459	15.188639	2.286149
ENSG00000009950	MLXIPL	0	0	21.233134	0
ENSG00000009954	BAZ1B	4.589645	4.33364	21.947412	3.994684
ENSG00000010017	RANBP9	2.600755	2.834986	30.645285	2.69093
ENSG00000010030	ETV7	1.483516	0.61332	1.760662	0.820407
ENSG00000010072	SPRTN	1.705164	0.854082	12.070247	1.387715
ENSG00000010165	EEF1AKNMT	4.063911	2.607378	4.039867	3.443856
ENSG00000010219	DYRK4	4.007717	3.778761	9.135741	2.795508
ENSG00000010244	ZNF207	14.748482	17.983047	138.437712	14.476851
ENSG00000010256	UQCRC1	17.444743	16.856758	39.418023	23.225881
ENSG00000010270	STARD3NL	2.593855	4.639046	28.797814	1.411327
ENSG00000010278	CD9	5.213907	6.285259	52.919325	18.877819
ENSG00000010282	HHATL	0	0.056067	0	0.099372
ENSG00000010292	NCAPD2	6.745602	6.560815	11.532851	9.399664
ENSG00000010295	IFFO1	8.17534	10.132422	17.073664	9.986505
ENSG00000010310	GIPR	0.467439	1.90837	3.031394	0.754
ENSG00000010318	PHF7	0.877048	1.138071	6.134648	0.8331
ENSG00000010319	SEMA3G	0.085503	0.055558	0.0146	0.042848
ENSG00000010322	NISCH	13.802187	20.222354	63.319278	14.518261
ENSG00000010327	STAB1	4.745115	5.010368	7.320376	7.207704
ENSG00000010361	FUZ	2.708376	3.163766	8.123854	5.440643
ENSG00000010379	SLC6A13	0.064123	0.061528	0.03968	0.267491
ENSG00000010404	IDS	10.173033	18.931939	113.788778	13.248289
ENSG00000010438	PRSS3	0	0.037447	1.282742	0.06537
ENSG00000010539	ZNF200	2.621809	2.552227	9.095343	3.288236
ENSG00000010610	CD4	36.34963	39.323602	64.540068	51.573421
ENSG00000010626	LRRC23	0.661732	0.736824	4.019751	0.888085
ENSG00000010671	BTK	13.555775	13.048609	24.210956	16.079661
ENSG00000010704	HFE	0.565478	0.921059	0.389782	0.945816
ENSG00000010803	SCMH1	1.406808	2.548933	11.817616	1.722174
ENSG00000010810	FYN	56.730421	49.640595	328.811191	45.777947
ENSG00000010818	HIVEP2	2.389615	2.909712	22.975668	1.615073
ENSG00000010932	FMO1	0.022039	0	0	0.014125
ENSG00000011007	ELOA	3.849829	4.082283	22.340052	3.247399
ENSG00000011009	LYPLA2	13.184198	13.343443	35.019988	18.714224
ENSG00000011021	CLCN6	1.989168	2.552355	20.678268	1.942706
ENSG00000011028	MRC2	4.10878	3.682928	2.215601	5.275188
ENSG00000011052	NME1-NME2	0.325933	0.398546	2.43551	0.808303
ENSG00000011083	SLC6A7	0	0	0	0
ENSG00000011105	TSPAN9	0.906527	0.8231	0.490978	1.442585
ENSG00000011114	BTBD7	1.606006	1.850842	16.164731	1.492362
ENSG00000011132	APBA3	8.539402	10.27951	48.627997	9.497898
ENSG00000011143	MKS1	1.67686	1.627476	2.493075	1.334548
ENSG00000011198	ABHD5	5.469018	5.5129	15.992391	13.092712
ENSG00000011201	ANOS1	0	0	0.023097	0.008474
ENSG00000011243	AKAP8L	17.974542	20.917284	108.848905	22.725139
ENSG00000011258	MBTD1	0.966173	1.407779	13.330358	0.709657
ENSG00000011260	UTP18	3.896547	3.88898	20.000717	3.634912
ENSG00000011275	RNF216	7.713903	8.011133	52.512854	6.580726
ENSG00000011295	TTC19	2.130036	2.102332	18.689204	1.628657
ENSG00000011304	PTBP1	33.807694	31.111248	162.061141	33.246749
ENSG00000011332	DPF1	0	0	0.368728	0.032398
ENSG00000011347	SYT7	0.004303	0	0.175806	0
ENSG00000011376	LARS2	1.175513	1.534165	2.799275	0.94718
ENSG00000011405	PIK3C2A	1.012311	1.274521	23.815511	0.341477
ENSG00000011422	PLAUR	15.269673	25.139201	745.794264	28.305105
ENSG00000011426	ANLN	0.017952	0.046407	0.125449	0.028763
ENSG00000011451	WIZ	5.10366	4.837315	16.963101	6.793997
ENSG00000011454	RABGAP1	1.931973	2.416778	20.62742	1.621813
ENSG00000011465	DCN	0	0	0	0
ENSG00000011478	QPCTL	1.316605	1.177291	6.253313	1.239113
ENSG00000011485	PPP5C	6.876724	7.693402	21.207516	5.934231
ENSG00000011523	CEP68	1.680449	1.759228	13.337871	1.063575
ENSG00000011566	MAP4K3	0.255604	0.254109	28.491293	0.100809
ENSG00000011590	ZBTB32	0.576194	0.569408	4.502932	0.668124
ENSG00000011600	TYROBP	227.33053	358.810185	1137.121331	512.943937
ENSG00000011638	TMEM159	1.678487	2.070326	6.312135	1.370998
ENSG00000011677	GABRA3	0	0	0	0
ENSG00000012048	BRCA1	0.505422	1.327452	0.273594	0.6586
ENSG00000012061	ERCC1	14.402384	12.376894	43.342997	13.310656
ENSG00000012124	CD22	37.041094	16.772914	58.975521	15.026972
ENSG00000012171	SEMA3B	0.012958	0.285861	4.332969	1.053571
ENSG00000012174	MBTPS2	0.405317	0.353661	3.191891	0.229535
ENSG00000012211	PRICKLE3	2.964303	2.760846	7.868573	3.264566
ENSG00000012223	LTF	5.359616	30.601372	0.406756	27.322796
ENSG00000012232	EXTL3	2.822998	3.719862	8.237294	5.130306
ENSG00000012504	NR1H4	0	0	0	0
ENSG00000012660	ELOVL5	14.778412	14.904356	80.835712	11.079354
ENSG00000012779	ALOX5	25.30139	50.917348	138.017181	88.935411
ENSG00000012817	KDM5D	6.738151	7.705494	0.013206	5.883428
ENSG00000012822	CALCOCO1	13.838785	22.514464	64.982341	21.434807
ENSG00000012963	UBR7	2.538422	2.649862	13.979886	1.974917
ENSG00000012983	MAP4K5	2.342382	2.195994	20.639985	1.238308
ENSG00000013016	EHD3	1.952663	2.142659	1.679173	2.092207
ENSG00000013275	PSMC4	14.939086	11.464891	48.741007	15.751397
ENSG00000013288	MAN2B2	6.141644	8.736052	12.108967	8.457394
ENSG00000013293	SLC7A14	0	0	0	0
ENSG00000013297	CLDN11	0.023997	0.017688	0.209765	0
ENSG00000013306	SLC25A39	758.510775	726.742308	34.154534	720.432312
ENSG00000013364	MVP	33.93344	51.091504	92.872998	67.59543
ENSG00000013374	NUB1	10.319954	10.274282	64.943646	12.561028
ENSG00000013375	PGM3	0.48282	0.352687	9.583694	0.218527
ENSG00000013392	RWDD2A	0.218492	0.132372	1.448695	0.122078
ENSG00000013441	CLK1	9.163975	11.562746	332.559162	6.973909
ENSG00000013503	POLR3B	0.396851	0.578722	0.754778	0.463605
ENSG00000013523	ANGEL1	2.597577	2.522016	8.570285	2.067736
ENSG00000013561	RNF14	3.38506	3.027617	8.561269	2.827554
ENSG00000013563	DNASE1L1	5.965374	6.246894	13.020759	7.520648
ENSG00000013573	DDX11	3.792085	3.677364	10.469767	2.964306
ENSG00000013583	HEBP1	5.146926	5.272673	7.277354	10.88038
ENSG00000013588	GPRC5A	0	0	1.664223	0
ENSG00000013619	MAMLD1	0.10166	0.163818	20.838132	0.093163
ENSG00000013725	CD6	25.380724	34.313237	160.598736	24.594897
ENSG00000013810	TACC3	21.070666	25.782743	47.831041	29.33195
ENSG00000014123	UFL1	1.132563	1.196557	18.211182	0.541499
ENSG00000014138	POLA2	2.137655	2.665333	4.243235	1.608216
ENSG00000014164	ZC3H3	5.670695	5.549926	19.790438	9.846256
ENSG00000014216	CAPN1	25.044118	26.644893	40.667708	34.252363
ENSG00000014257	ACPP	2.113593	4.756552	1.325796	2.20939
ENSG00000014641	MDH1	9.214933	7.29594	42.705581	8.312639
ENSG00000014824	SLC30A9	1.914227	1.577363	19.305654	1.280475
ENSG00000014914	MTMR11	3.07887	3.315362	15.797463	4.908767
ENSG00000014919	COX15	2.925672	4.324225	7.330601	3.285975
ENSG00000015133	CCDC88C	19.468526	25.604459	67.837226	18.259524
ENSG00000015153	YAF2	1.747086	1.762828	26.861968	1.833927
ENSG00000015171	ZMYND11	3.809468	2.724869	16.665003	1.54544
ENSG00000015285	WAS	76.40425	103.45821	126.383766	119.204478
ENSG00000015413	DPEP1	0	0	0	0.026104
ENSG00000015475	BID	17.081545	21.899258	179.143016	26.161249
ENSG00000015479	MATR3	11.396464	10.565165	176.997136	7.2446
ENSG00000015520	NPC1L1	0.020307	0.006395	0.060498	0.005548
ENSG00000015532	XYLT2	4.077538	5.453588	7.169487	4.183645
ENSG00000015568	RGPD5	0.550012	0.653482	64.55568	0.109604
ENSG00000015592	STMN4	0.072975	0	0	0
ENSG00000015676	NUDCD3	9.327936	7.951446	15.627243	8.829674
ENSG00000016082	ISL1	0	0	0	0
ENSG00000016391	CHDH	0	0.007914	0.10288	0.123813
ENSG00000016402	IL20RA	0	0	0	0
ENSG00000016490	CLCA1	0	0	0	0
ENSG00000016602	CLCA4	0	0	0	0
ENSG00000016864	GLT8D1	4.557916	5.400296	17.386464	4.580855
ENSG00000017260	ATP2C1	3.497853	3.377078	26.319175	3.401576
ENSG00000017427	IGF1	0.002802	0	0.009789	0
ENSG00000017483	SLC38A5	20.458162	10.017734	2.86847	14.826179
ENSG00000017797	RALBP1	7.851428	11.725431	14.351719	10.168066
ENSG00000018189	RUFY3	2.400348	2.922402	29.735464	2.139554
ENSG00000018236	CNTN1	0	0	0	0
ENSG00000018280	SLC11A1	30.989954	61.473787	945.985648	55.649688
ENSG00000018408	WWTR1	0.109004	0.139825	0.251839	0.191973
ENSG00000018510	AGPS	2.231198	1.932819	12.889718	1.120112
ENSG00000018607	ZNF806	0	0	0	0
ENSG00000018610	CXorf56	2.200148	2.550232	18.308998	1.856836
ENSG00000018625	ATP1A2	0.086672	0	0	0.208074
ENSG00000018699	TTC27	1.646851	1.073692	2.534679	0.869134
ENSG00000018869	ZNF582	0.398211	0.332398	1.031744	0.218743
ENSG00000019102	VSIG2	0.020404	0	0.071401	0.23333
ENSG00000019144	PHLDB1	0.035376	0.262266	3.882653	0.071317
ENSG00000019169	MARCO	1.259852	1.428601	54.863237	4.111758
ENSG00000019186	CYP24A1	0.093753	0.057914	0.090713	0.025164
ENSG00000019485	PRDM11	0.897811	0.710318	3.458794	0.916792
ENSG00000019505	SYT13	0.024207	0	0	0.015514
ENSG00000019549	SNAI2	0	0	0	0
ENSG00000019582	CD74	1511.845355	807.798858	3754.933282	1266.024931
ENSG00000019991	HGF	0.374902	0.214978	0.832701	0.804602
ENSG00000019995	ZRANB1	1.423836	1.697385	13.598151	2.15294
ENSG00000020129	NCDN	2.723476	3.258734	4.344226	3.093774
ENSG00000020181	ADGRA2	0.407429	0.632867	0.197401	0.381188
ENSG00000020219	CCT8L1P	0	0	0	0.068917
ENSG00000020256	ZFP64	1.547398	1.369468	1.055396	1.226388
ENSG00000020426	MNAT1	0.798704	1.085975	9.755917	1.102276
ENSG00000020577	SAMD4A	0.625142	0.314957	1.065992	0.927827
ENSG00000020633	RUNX3	27.830261	30.456839	253.115733	25.989778
ENSG00000020922	MRE11	1.11451	1.900927	11.288681	0.904373
ENSG00000021300	PLEKHB1	6.367748	5.286559	2.170777	5.964471
ENSG00000021355	SERPINB1	14.402632	25.977413	76.139823	26.902258
ENSG00000021461	CYP3A43	0	0	0	0
ENSG00000021488	SLC7A9	0.055843	0.037603	0	0.154972
ENSG00000021574	SPAST	1.2881	1.735034	8.386173	1.241795
ENSG00000021645	NRXN3	0.015855	0	0	0.010161
ENSG00000021762	OSBPL5	6.145405	9.634661	24.184673	8.863309
ENSG00000021776	AQR	2.64249	2.416825	20.073967	2.771165
ENSG00000021826	CPS1	0.010046	0.016157	0	0.005616
ENSG00000021852	C8B	0	0.015927	0	0
ENSG00000022267	FHL1	2.706672	3.08919	3.4424	2.25992
ENSG00000022277	RTF2	20.055647	25.39784	65.081928	25.056605
ENSG00000022355	GABRA1	0	0	0	0
ENSG00000022556	NLRP2	0.749182	1.476097	25.425076	1.552125
ENSG00000022567	SLC45A4	4.119428	8.904589	24.821703	9.732438
ENSG00000022840	RNF10	75.948267	57.690269	160.151759	157.236546
ENSG00000022976	ZNF839	2.818701	2.791288	13.417101	3.165527
